Date,Close
2020-03-16,146.009995
2020-03-17,149.419998
2020-03-18,146.960007
2020-03-19,153.130005
2020-03-20,149.729996
2020-03-23,148.100006
2020-03-24,160.979996
2020-03-25,156.210007
2020-03-26,163.339996
2020-03-27,156.789993
2020-03-30,165.949997
2020-03-31,166.800003
2020-04-01,159.600006
2020-04-02,158.190002
2020-04-03,154.179993
2020-04-06,165.550003
2020-04-07,168.830002
2020-04-08,174.279999
2020-04-09,175.190002
2020-04-13,174.789993
2020-04-14,178.169998
2020-04-15,176.970001
2020-04-16,176.25
2020-04-17,179.240005
2020-04-20,178.240005
2020-04-21,170.800003
2020-04-22,182.279999
2020-04-23,185.130005
2020-04-24,190.070007
2020-04-27,187.5
2020-04-28,182.910004
2020-04-29,194.190002
2020-04-30,204.710007
2020-05-01,202.270004
2020-05-04,205.259995
2020-05-05,207.070007
2020-05-06,208.470001
2020-05-07,211.259995
2020-05-08,212.350006
2020-05-11,213.179993
2020-05-12,210.100006
2020-05-13,205.100006
2020-05-14,206.809998
2020-05-15,210.880005
2020-05-18,213.190002
2020-05-19,216.880005
2020-05-20,229.970001
2020-05-21,231.389999
2020-05-22,234.910004
2020-05-26,232.199997
2020-05-27,229.139999
2020-05-28,225.460007
2020-05-29,225.089996
2020-06-01,231.910004
2020-06-02,232.720001
2020-06-03,230.160004
2020-06-04,226.289993
2020-06-05,230.770004
2020-06-08,231.399994
2020-06-09,238.669998
2020-06-10,236.729996
2020-06-11,224.429993
2020-06-12,228.580002
2020-06-15,232.5
2020-06-16,235.649994
2020-06-17,235.529999
2020-06-18,235.940002
2020-06-19,238.789993
2020-06-22,239.220001
2020-06-23,242.240005
2020-06-24,234.020004
2020-06-25,235.679993
2020-06-26,216.080002
2020-06-29,220.639999
2020-06-30,227.070007
2020-07-01,237.550003
2020-07-02,233.419998
2020-07-06,240.279999
2020-07-07,240.860001
2020-07-08,243.580002
2020-07-09,244.5
2020-07-10,245.070007
2020-07-13,239
2020-07-14,239.729996
2020-07-15,240.279999
2020-07-16,240.929993
2020-07-17,242.029999
2020-07-20,245.419998
2020-07-21,241.75
2020-07-22,239.869995
2020-07-23,232.600006
2020-07-24,230.710007
2020-07-27,233.5
2020-07-28,230.119995
2020-07-29,233.289993
2020-07-30,234.5
2020-07-31,253.669998
2020-08-03,251.960007
2020-08-04,249.830002
2020-08-05,249.119995
2020-08-06,265.279999
2020-08-07,268.440002
2020-08-10,263
2020-08-11,256.130005
2020-08-12,259.890015
2020-08-13,261.299988
2020-08-14,261.23999
2020-08-17,261.160004
2020-08-18,262.339996
2020-08-19,262.589996
2020-08-20,269.01001
2020-08-21,267.01001
2020-08-24,271.390015
2020-08-25,280.820007
2020-08-26,303.910004
2020-08-27,293.220001
2020-08-28,293.660004
2020-08-31,293.200012
2020-09-01,295.440002
2020-09-02,302.5
2020-09-03,291.119995
2020-09-04,282.730011
2020-09-08,271.160004
2020-09-09,273.720001
2020-09-10,268.089996
2020-09-11,266.609985
2020-09-14,266.149994
