Date,Close
2020-09-15,272.420013
2020-09-16,263.519989
2020-09-17,254.820007
2020-09-18,252.529999
2020-09-21,248.149994
2020-09-22,254.75
2020-09-23,249.020004
2020-09-24,249.529999
2020-09-25,254.820007
2020-09-28,256.820007
2020-09-29,261.790009
2020-09-30,261.899994
2020-10-01,266.630005
2020-10-02,259.940002
2020-10-05,264.649994
2020-10-06,258.660004
2020-10-07,258.119995
2020-10-08,263.76001
2020-10-09,264.450012
2020-10-12,275.75
2020-10-13,276.140015
2020-10-14,271.820007
2020-10-15,266.720001
2020-10-16,265.929993
2020-10-19,261.399994
2020-10-20,267.559998
2020-10-21,278.730011
2020-10-22,278.119995
2020-10-23,284.790009
2020-10-26,277.109985
2020-10-27,283.290009
2020-10-28,267.670013
2020-10-29,280.829987
2020-10-30,263.109985
2020-11-02,261.359985
2020-11-03,265.299988
2020-11-04,287.380005
2020-11-05,294.679993
2020-11-06,293.410004
2020-11-09,278.769989
2020-11-10,272.429993
2020-11-11,276.480011
2020-11-12,275.079987
2020-11-13,276.950012
2020-11-16,278.959991
2020-11-17,275
2020-11-18,271.970001
2020-11-19,272.940002
2020-11-20,269.700012
2020-11-23,268.429993
2020-11-24,276.920013
2020-11-25,275.589996
2020-11-27,277.809998
2020-11-30,276.970001
2020-12-01,286.549988
2020-12-02,287.519989
2020-12-03,281.850006
2020-12-04,279.700012
2020-12-07,285.579987
2020-12-08,283.399994
2020-12-09,277.920013
2020-12-10,277.119995
2020-12-11,273.549988
2020-12-14,274.190002
2020-12-15,275.549988
2020-12-16,275.670013
2020-12-17,274.480011
2020-12-18,276.399994
2020-12-21,272.790009
2020-12-22,267.089996
2020-12-23,268.109985
2020-12-24,267.399994
2020-12-28,277
2020-12-29,276.779999
2020-12-30,271.869995
2020-12-31,273.160004
2021-01-04,268.940002
2021-01-05,270.970001
2021-01-06,263.309998
2021-01-07,268.73999
2021-01-08,267.570007
2021-01-11,256.839996
2021-01-12,251.089996
2021-01-13,251.639999
2021-01-14,245.639999
2021-01-15,251.360001
2021-01-19,261.100006
2021-01-20,267.480011
2021-01-21,272.869995
2021-01-22,274.5
2021-01-25,278.01001
2021-01-26,282.049988
2021-01-27,272.140015
2021-01-28,265
2021-01-29,258.329987
2021-02-01,262.01001
2021-02-02,267.079987
2021-02-03,266.649994
2021-02-04,266.48999
2021-02-05,268.100006
2021-02-08,266.579987
2021-02-09,269.450012
2021-02-10,271.869995
2021-02-11,270.390015
2021-02-12,270.5
2021-02-16,273.970001
2021-02-17,273.570007
2021-02-18,269.390015
2021-02-19,261.559998
2021-02-22,260.329987
2021-02-23,265.859985
2021-02-24,264.309998
2021-02-25,254.690002
2021-02-26,257.619995
2021-03-01,264.910004
2021-03-02,259
2021-03-03,255.410004
2021-03-04,257.640015
2021-03-05,264.279999
2021-03-08,255.309998
2021-03-09,265.73999
2021-03-10,264.899994
2021-03-11,273.880005
2021-03-12,268.399994
2021-03-15,273.75
